id,increment_code,Start_on,End_on
GWwPGZF8,10+0,1450730000000.0,1450730000000.0
32uGmoic,10+0,1450730000000.0,1450730000000.0
C97ESP8e,35+0,1450420000000.0,1450420000000.0
PgBvlQZv,10+0,1488430000000.0,1488430000000.0
CUwrwUT4,10+0,1488430000000.0,1488430000000.0
vfqEWqq6,10+0,1488430000000.0,1488430000000.0
0YSZTeLV,10+0,1488430000000.0,1488430000000.0
Gauf0qv4,10+0,1488430000000.0,1488430000000.0
7pxOgLRN,10+0,1488430000000.0,1488430000000.0
iHVUapwj,10+0,1488400000000.0,1488410000000.0
NNhxMy9y,10+0,1488400000000.0,1488400000000.0
Bi95e0bp,10+0,1488400000000.0,1488400000000.0
zw47ZQ14,10+0,1488400000000.0,1488400000000.0
wYE5TUoj,10+0,1488400000000.0,1488400000000.0
8ON8Ys0C,10+0,1488400000000.0,1488400000000.0
2VJPMUxo,10+0,1488400000000.0,1488400000000.0
E11tE0QG,10+0,1488360000000.0,1488360000000.0
1nwU4MCj,10+0,1488360000000.0,1488360000000.0
p5MRBrYp,10+0,1488360000000.0,1488360000000.0
eE1VF2Jg,10+0,1488360000000.0,1488360000000.0
F0jDYdYz,10+0,1488360000000.0,1488360000000.0
FNIcPrg9,10+0,1488360000000.0,1488360000000.0
kkgI4HpI,10+0,1488360000000.0,1488360000000.0
5fwMQweZ,10+0,1488070000000.0,1488070000000.0
l1l6yo9n,10+0,1488070000000.0,1488070000000.0
qCMjHNFS,10+0,1488070000000.0,1488070000000.0
RFQ6Vnxq,10+5,1434180000000.0,1434180000000.0
4d5p029E,7+10,1504370000000.0,1504370000000.0
Hr6k7DMz,7+10,1504350000000.0,1504350000000.0
z9OcZ3xh,7+10,1504350000000.0,1504350000000.0
nCxn4PeG,7+10,1504350000000.0,1504350000000.0
CsdaykT8,7+10,1504310000000.0,1504310000000.0
EmEZrcf9,7+10,1504310000000.0,1504310000000.0
oF1WTKaH,7+10,1504310000000.0,1504310000000.0
9mZLxoFs,7+10,1504310000000.0,1504310000000.0
bE4FCe6e,7+10,1504310000000.0,1504310000000.0
qsG3PYc4,7+10,1504290000000.0,1504290000000.0
wzE5T6N8,7+10,1504290000000.0,1504290000000.0
rxyHvfeF,7+10,1504290000000.0,1504290000000.0
V6I4mRCo,7+10,1504290000000.0,1504290000000.0
mFSplqq3,7+10,1504290000000.0,1504290000000.0
130prvSb,7+10,1504290000000.0,1504290000000.0
9wK8yDCu,7+10,1504280000000.0,1504280000000.0
7L8st4Tq,7+10,1504280000000.0,1504280000000.0
2PWps5wI,7+10,1504280000000.0,1504280000000.0
aOL4pqph,7+10,1504280000000.0,1504280000000.0
XZC2elB3,7+10,1504280000000.0,1504280000000.0
C1TYwkqE,7+10,1504280000000.0,1504280000000.0
P9xTcBVO,7+10,1504270000000.0,1504270000000.0
zpftH4jZ,7+10,1504270000000.0,1504270000000.0
b3BQ0H7X,7+15,1504270000000.0,1504270000000.0
I50d4XHV,7+15,1504270000000.0,1504270000000.0
CWUiHxhc,7+15,1504240000000.0,1504240000000.0
nYvt7era,7+15,1504230000000.0,1504240000000.0
0mqzGpkb,7+15,1504230000000.0,1504230000000.0
MD8fpziW,7+15,1504230000000.0,1504230000000.0
DHnmPWGM,7+15,1504190000000.0,1504190000000.0
czOywvDW,7+15,1504180000000.0,1504180000000.0
zZkZmazG,7+15,1504170000000.0,1504170000000.0
voMOSzMb,7+15,1504150000000.0,1504150000000.0
Mc20Q8w8,7+15,1504140000000.0,1504140000000.0
bcqa3b2R,7+15,1504120000000.0,1504120000000.0
wS3NULPv,7+15,1504100000000.0,1504110000000.0
8DJoBfsk,7+15,1504090000000.0,1504090000000.0
DoHfN5KE,7+15,1504090000000.0,1504090000000.0
HThpCaVo,7+15,1504060000000.0,1504060000000.0
pTMMZi7b,7+15,1504060000000.0,1504060000000.0
6jyCyjRc,7+14,1504050000000.0,1504060000000.0
V59ZvtRi,7+14,1504050000000.0,1504050000000.0
RryHsnMl,10+10,1504050000000.0,1504050000000.0
W07W08YK,7+14,1504020000000.0,1504020000000.0
ad4zE2ks,7+14,1504020000000.0,1504020000000.0
PVdRTg9N,7+14,1504000000000.0,1504000000000.0
CdukLaAR,7+14,1503960000000.0,1503960000000.0
vU3OAf11,7+14,1503950000000.0,1503950000000.0
3AjEi5Vd,5+12,1433980000000.0,1433980000000.0
oPbyfVXB,5+12,1433980000000.0,1433980000000.0
sshqzAiE,8+8,1441470000000.0,1441470000000.0
EEa7eEIh,15+0,1441300000000.0,1441300000000.0
Ww89SSo3,5+8,1441290000000.0,1441290000000.0
5vl7n36r,10+10,1441280000000.0,1441280000000.0
rkv8FXzo,8+4,1440760000000.0,1440770000000.0
gf3KHIbR,15+5,1440760000000.0,1440770000000.0
1lbY0vKG,10+0,1440760000000.0,1440760000000.0
JhibfuIR,90+0,1440760000000.0,1440760000000.0
cukIDOqv,90+0,1440750000000.0,1440760000000.0
UrpkJZuC,25+10,1440750000000.0,1440750000000.0
msTuWC9Y,5+8,1440740000000.0,1440750000000.0
gmDPMvzI,7+5,1440740000000.0,1440740000000.0
t6PiRScN,12+8,1440740000000.0,1440740000000.0
kbjOV76G,12+0,1440740000000.0,1440740000000.0
WudL02Lu,8+8,1440690000000.0,1440690000000.0
0y4ZTQ2R,30+0,1440690000000.0,1440690000000.0
IjnlcR66,20+0,1440690000000.0,1440690000000.0
cIKTQHcy,20+0,1440690000000.0,1440690000000.0
49RDuiXg,1+25,1437870000000.0,1437870000000.0
YbunK9Sb,8+0,1437530000000.0,1437530000000.0
2vGf9BQ1,20+0,1437420000000.0,1437430000000.0
nygY0ifL,5+8,1437330000000.0,1437330000000.0
Cr05o0f2,11+3,1436290000000.0,1436290000000.0
zxNAe2Vz,5+20,1436220000000.0,1436220000000.0
c3aTeBza,120+0,1436200000000.0,1436200000000.0
NNNhzHrL,10+8,1436160000000.0,1436160000000.0
wSu7IcAb,0+12,1436160000000.0,1436160000000.0
NAwpyYoU,10+0,1436160000000.0,1436160000000.0
2DrpOKSC,10+0,1436150000000.0,1436150000000.0
pvY6Cp9r,60+0,1436140000000.0,1436150000000.0
NIJ8yJBV,8+0,1436140000000.0,1436140000000.0
44bcthDm,8+0,1436140000000.0,1436140000000.0
EoVRFzMJ,15+0,1436140000000.0,1436140000000.0
HsiY9WRG,5+8,1436130000000.0,1436130000000.0
LINhFgON,10+0,1436130000000.0,1436130000000.0
I8higi3d,17+0,1436120000000.0,1436120000000.0
JZx2uMY7,17+13,1436120000000.0,1436120000000.0
qhmdnEpS,30+8,1436070000000.0,1436070000000.0
Y1fFUYZv,11+8,1436070000000.0,1436070000000.0
rcGZUz6E,5+5,1436060000000.0,1436060000000.0
svWDHaIb,10+10,1436060000000.0,1436060000000.0
vtW2KfH4,5+15,1436060000000.0,1436060000000.0
xuUH130N,18+0,1436050000000.0,1436060000000.0
g018bwEL,6+6,1436040000000.0,1436050000000.0
UdObGz15,6+5,1436040000000.0,1436040000000.0
NckdmPMt,15+0,1436040000000.0,1436040000000.0
1DrAVLi9,10+0,1436040000000.0,1436040000000.0
HeSVa0Zd,8+0,1436040000000.0,1436040000000.0
vSVSo632,10+0,1436040000000.0,1436040000000.0
2Rg8tLvx,16+8,1436030000000.0,1436030000000.0
98JGmu7k,15+8,1436030000000.0,1436030000000.0
Lk8RBHQP,6+6,1436030000000.0,1436030000000.0
6TIgcXir,5+8,1427640000000.0,1427640000000.0
TRqq3sqp,15+15,1504450000000.0,1504460000000.0
0DDBKLQM,15+15,1504110000000.0,1504110000000.0
jX4zmQIo,15+15,1504050000000.0,1504050000000.0
xxunV5BM,15+15,1503960000000.0,1503960000000.0
NZVLGUDY,15+15,1503930000000.0,1503930000000.0
SuKIs7fh,15+15,1503890000000.0,1503890000000.0
KRMrSwyO,15+15,1503890000000.0,1503890000000.0
vNss4oSR,15+15,1503850000000.0,1503850000000.0
2l3t8O16,30+15,1503770000000.0,1503770000000.0
RHaT7CBo,15+15,1503760000000.0,1503760000000.0
vlwaGY7Y,15+15,1503760000000.0,1503760000000.0
nyeR28YB,15+15,1503760000000.0,1503760000000.0
pTBvi4dV,10+10,1503690000000.0,1503690000000.0
urdHwpWQ,15+15,1503680000000.0,1503690000000.0
LCxEXnXb,15+15,1503600000000.0,1503600000000.0
27D0qzPo,15+15,1503530000000.0,1503530000000.0
UcvMVb7k,15+15,1503250000000.0,1503250000000.0
QzketAvD,15+15,1503090000000.0,1503100000000.0
C3aU6UhF,15+15,1502990000000.0,1502990000000.0
bfk0vKO3,15+15,1502770000000.0,1502770000000.0
KEGVaZHV,15+15,1502640000000.0,1502640000000.0
gGyaEaTV,15+15,1502560000000.0,1502560000000.0
PnTM9axT,15+15,1502380000000.0,1502380000000.0
fkwF7n9T,15+15,1502300000000.0,1502300000000.0
pSONBKuw,15+15,1502130000000.0,1502130000000.0
5WhYODHf,15+8,1502070000000.0,1502070000000.0
C7eWcFiU,15+8,1502060000000.0,1502070000000.0
aC4zoSmn,15+15,1502060000000.0,1502060000000.0
zMFTblTj,15+15,1502040000000.0,1502040000000.0
fFdaMLmf,15+15,1501760000000.0,1501770000000.0
yvqdybCS,15+15,1501760000000.0,1501760000000.0
E9AHLJi2,15+15,1501520000000.0,1501520000000.0
aIWXy0Ix,15+15,1501440000000.0,1501440000000.0
rnwCKW3f,10+15,1501350000000.0,1501350000000.0
Sc1o7fpl,15+15,1501350000000.0,1501350000000.0
ib0LWjgO,15+15,1501350000000.0,1501350000000.0
AuttW335,15+15,1501270000000.0,1501270000000.0
mIgTK3WY,15+15,1501170000000.0,1501180000000.0
aPDrw3Ud,15+15,1501110000000.0,1501110000000.0
mVQaOwE8,15+15,1501090000000.0,1501100000000.0
bXHqvXzW,15+15,1501020000000.0,1501020000000.0
vUZJrIpm,15+30,1501020000000.0,1501020000000.0
6iuCKSvN,15+15,1500740000000.0,1500740000000.0
VAv9fI88,20+0,1500670000000.0,1500670000000.0
ENVY6yGB,5+5,1504390000000.0,1504390000000.0
mfuMA9Xp,10+10,1504390000000.0,1504390000000.0
ETfiuRND,9+8,1504390000000.0,1504390000000.0
FxmBHnIl,15+0,1504290000000.0,1504290000000.0
CSIzom5k,15+0,1504290000000.0,1504290000000.0
U2BBhxU4,15+0,1504290000000.0,1504290000000.0
UsTDuzMy,10+10,1504290000000.0,1504290000000.0
453ht5h5,5+8,1504210000000.0,1504210000000.0
gQ5c7uFl,10+8,1504210000000.0,1504210000000.0
btr3LBHj,8+0,1504190000000.0,1504190000000.0
CgySa327,8+0,1504190000000.0,1504190000000.0
yEUeZ9ht,8+0,1504190000000.0,1504190000000.0
n8x24EDh,8+0,1504190000000.0,1504190000000.0
vtAS8qss,8+10,1504040000000.0,1504040000000.0
LOmUjF0f,5+5,1504010000000.0,1504010000000.0
3DCt0xRQ,5+5,1504010000000.0,1504010000000.0
DwCvxi11,15+2,1503930000000.0,1503930000000.0
GK8Sbc80,15+0,1503850000000.0,1503850000000.0
sqRtMHxF,12+12,1503850000000.0,1503850000000.0
hJphPTKE,20+5,1503740000000.0,1503740000000.0
jqQghqvX,10+2,1503740000000.0,1503740000000.0
ARmMV1CE,10+10,1503740000000.0,1503740000000.0
GWsNihR6,10+0,1503740000000.0,1503740000000.0
EbDAC4Vx,5+10,1503680000000.0,1503680000000.0
M01xj3cN,10+5,1503680000000.0,1503680000000.0
SDCLBYeF,8+0,1503590000000.0,1503590000000.0
Z0vlx5TV,8+0,1503590000000.0,1503590000000.0
uEA1feZz,10+0,1503590000000.0,1503590000000.0
fzJoZEgf,10+0,1503580000000.0,1503590000000.0
U5SiENhh,10+15,1503520000000.0,1503520000000.0
RPP0aiwY,10+5,1503520000000.0,1503520000000.0
OT2cFkI4,5+10,1503520000000.0,1503520000000.0
sd4VZgT6,5+5,1503500000000.0,1503500000000.0
Et6FETNL,5+8,1503490000000.0,1503500000000.0
P0IuhZ0D,5+8,1503490000000.0,1503490000000.0
XHFt54H2,5+5,1503490000000.0,1503490000000.0
dvaOpBf7,7+5,1503490000000.0,1503490000000.0
32HAoHnN,5+5,1503410000000.0,1503410000000.0
oYrblxoT,5+8,1503410000000.0,1503410000000.0
Ri2j8Grp,7+2,1503340000000.0,1503340000000.0
4VMOdzLc,20+0,1495390000000.0,1495390000000.0
dwD6nALp,10+0,1487210000000.0,1487210000000.0
Sa75TQlB,10+2,1487030000000.0,1487040000000.0
2L61S7HF,10+2,1487030000000.0,1487030000000.0
lNjpZ80C,8+10,1486920000000.0,1486920000000.0
2XcjLTLQ,15+0,1486920000000.0,1486920000000.0
1p0feC4C,5+5,1427490000000.0,1427490000000.0
oTQyUfti,5+5,1427470000000.0,1427470000000.0
VBc55ZZi,5+15,1427380000000.0,1427380000000.0
sAPXqdlz,5+6,1427000000000.0,1427000000000.0
Y9ZuB73w,4+8,1426890000000.0,1426890000000.0
GNMlLxOf,4+8,1426890000000.0,1426890000000.0
UZSvwdiU,5+8,1426880000000.0,1426890000000.0
IZMTlSvo,20+60,1491510000000.0,1491510000000.0
q8AKR7Og,5+5,1500180000000.0,1500180000000.0
U5Hw7Zdu,20+20,1500150000000.0,1500150000000.0
C90Bcc1i,10+0,1499610000000.0,1499610000000.0
iwzSRzJc,8+2,1499560000000.0,1499560000000.0
mkMoAjHf,10+0,1499130000000.0,1499130000000.0
xUtDfXeF,10+0,1499130000000.0,1499130000000.0
Bv9YNC0E,11+0,1498990000000.0,1498990000000.0
vP1D6cZF,8+4,1498710000000.0,1498710000000.0
yzuSgZw2,10+0,1498690000000.0,1498690000000.0
XD55qO9Z,7+5,1498540000000.0,1498540000000.0
W9iGz0nU,8+8,1489310000000.0,1489310000000.0
W4TUkodv,15+0,1489110000000.0,1489110000000.0
wYb2JaHT,6+3,1489040000000.0,1489040000000.0
sk49Rjf7,12+12,1480010000000.0,1480010000000.0
9OVNQcwG,12+12,1479970000000.0,1479970000000.0
hrm7OQKk,12+12,1479870000000.0,1479870000000.0
UdvXLd3O,12+12,1479790000000.0,1479790000000.0
n9XZA2TC,12+12,1479780000000.0,1479780000000.0
mnTiZGBX,12+12,1479710000000.0,1479710000000.0
KOgaXOnd,12+10,1479630000000.0,1479630000000.0
3QFGC705,12+10,1479610000000.0,1479610000000.0
QKTR98Po,13+12,1479600000000.0,1479600000000.0
KmVQ0FmU,13+12,1479600000000.0,1479600000000.0
6g8kXohd,13+12,1479600000000.0,1479600000000.0
OcUlZ1e9,13+12,1479590000000.0,1479590000000.0
ygzhd5rG,13+12,1479590000000.0,1479590000000.0
nZN7jL4H,13+12,1479570000000.0,1479570000000.0
2sci7B5D,13+12,1479570000000.0,1479570000000.0
bK35FyCn,13+12,1479530000000.0,1479530000000.0
0EkdWvqZ,13+12,1479450000000.0,1479450000000.0
wcVLFOd0,13+12,1479080000000.0,1479080000000.0
iiBFxoUP,13+12,1479080000000.0,1479080000000.0
wH3HdNt3,12+12,1479060000000.0,1479060000000.0
9QExuXjM,15+15,1479020000000.0,1479020000000.0
nzaO64Gh,15+15,1479020000000.0,1479020000000.0
fGDDSEDW,15+15,1478970000000.0,1478970000000.0
1uGNsd5F,15+15,1478890000000.0,1478900000000.0
B9edNYCM,15+15,1478890000000.0,1478890000000.0
PpevQcxE,15+15,1478810000000.0,1478810000000.0
ouOIGduL,10+15,1478800000000.0,1478800000000.0
Z9uKiTM9,10+15,1478790000000.0,1478800000000.0
RCIooR56,10+15,1478780000000.0,1478780000000.0
zpysQ7im,30+0,1432570000000.0,1432570000000.0
clQwRf5k,15+0,1430010000000.0,1430010000000.0
7ucvEF3N,16+4,1425170000000.0,1425170000000.0
qPhzgCHc,10+8,1425010000000.0,1425010000000.0
Bxk2Cw3t,15+0,1424920000000.0,1424920000000.0
Iz4kCsaW,15+0,1424920000000.0,1424920000000.0
4gWJqKH8,15+0,1424900000000.0,1424900000000.0
FOZbYGaE,7+5,1424900000000.0,1424900000000.0
KLvtpm3B,20+10,1424830000000.0,1424830000000.0
yhYumRBx,17+0,1424820000000.0,1424820000000.0
PN5Visk9,10+5,1424820000000.0,1424820000000.0
K0EFJITn,10+0,1424750000000.0,1424750000000.0
cN0V36CF,7+8,1424750000000.0,1424750000000.0
jhHWJ8FZ,9+3,1424740000000.0,1424750000000.0
l5AYZJiC,12+5,1424740000000.0,1424740000000.0
pbHf04ih,15+0,1424740000000.0,1424740000000.0
17JLFc6V,30+8,1424740000000.0,1424740000000.0
AZQS1PsZ,7+6,1424730000000.0,1424730000000.0
YG3EekvM,25+0,1424730000000.0,1424730000000.0
kEzadLUL,25+0,1424720000000.0,1424730000000.0
2mGNpoRG,20+10,1424660000000.0,1424670000000.0
4NNYXtev,5+8,1424660000000.0,1424660000000.0
Q7T4S4nH,10+2,1426820000000.0,1426820000000.0
XBodbP8L,14+0,1426820000000.0,1426820000000.0
7KsTGv60,8+8,1425360000000.0,1425360000000.0
Oq3FcG16,8+8,1425360000000.0,1425360000000.0
WnyCUnCz,10+8,1424750000000.0,1424750000000.0
1G1hMvgb,10+0,1494460000000.0,1494460000000.0
AOQg4xfm,10+0,1436180000000.0,1436180000000.0
WVpipRhP,8+0,1433890000000.0,1433890000000.0
B7WFGkGD,10+0,1432620000000.0,1432620000000.0
JUAvhgaq,15+5,1432450000000.0,1432450000000.0
sRyFXHJR,15+0,1432180000000.0,1432180000000.0
6UP215gl,15+0,1432180000000.0,1432180000000.0
wmNLYhxS,15+0,1432180000000.0,1432180000000.0
z3JaisFJ,30+8,1432080000000.0,1432090000000.0
1ev76cYV,15+3,1441400000000.0,1441400000000.0
yUvdVC3O,19+8,1441280000000.0,1441290000000.0
iixJAorm,10+3,1441190000000.0,1441190000000.0
rWqdtETT,10+3,1441190000000.0,1441190000000.0
OSdvG7X4,10+2,1441130000000.0,1441130000000.0
2joKuwky,8+5,1441090000000.0,1441090000000.0
SJQg5wKh,9+6,1441050000000.0,1441050000000.0
9yyVbHP9,9+6,1441050000000.0,1441050000000.0
uL76LCY6,8+0,1441050000000.0,1441050000000.0
Pxeks6Ub,8+0,1441050000000.0,1441050000000.0
5mcT7cHA,10+0,1441040000000.0,1441040000000.0
G27XGIPw,13+0,1441030000000.0,1441030000000.0
DA0pBJVt,12+0,1440940000000.0,1440940000000.0
HT9jGdjU,8+8,1440940000000.0,1440940000000.0
y65ilxPM,10+0,1440940000000.0,1440940000000.0
GX8ODXpA,30+8,1440930000000.0,1440930000000.0
UKz2mznE,30+0,1440920000000.0,1440920000000.0
WSDMp2tP,30+8,1425560000000.0,1425560000000.0
Tez3imrA,10+0,1425560000000.0,1425560000000.0
YLKnQz8e,10+0,1425560000000.0,1425560000000.0
dqX2z2NQ,40+0,1478440000000.0,1478440000000.0
sOUvxrre,20+0,1476230000000.0,1476230000000.0
TXZnZt2B,15+30,1470680000000.0,1470680000000.0
psks6Oqx,20+0,1470350000000.0,1470350000000.0
qApxSgFL,15+0,1469810000000.0,1469810000000.0
3DpN699D,10+15,1468290000000.0,1468290000000.0
05yEsA2X,15+0,1468270000000.0,1468270000000.0
oHA26DEY,30+0,1468090000000.0,1468090000000.0
7C0pu0bM,8+0,1467730000000.0,1467730000000.0
WdGWYMpG,30+0,1467490000000.0,1467490000000.0
7lQl1pLL,15+5,1467470000000.0,1467470000000.0
m2VMqNxl,15+5,1467420000000.0,1467420000000.0
9NOjSBCT,15+0,1467400000000.0,1467400000000.0
zgeFBhrc,20+0,1467310000000.0,1467310000000.0
IxrGTHy1,20+15,1467310000000.0,1467310000000.0
gzEgrUKO,12+0,1467210000000.0,1467210000000.0
nwbun3Jw,15+0,1467140000000.0,1467140000000.0
0WMiQL4a,20+0,1467070000000.0,1467070000000.0
RwKpsH9y,10+5,1467050000000.0,1467050000000.0
L5kXOMi3,15+10,1466970000000.0,1466970000000.0
UByusFX4,20+0,1466810000000.0,1466810000000.0
gUmnDSwx,10+8,1466810000000.0,1466810000000.0
KoF76pFq,14+8,1466800000000.0,1466800000000.0
S25mmjLL,15+10,1466790000000.0,1466790000000.0
ePXCD390,15+10,1466780000000.0,1466780000000.0
xMS1jleV,15+7,1466780000000.0,1466780000000.0
e6445o0w,15+0,1466730000000.0,1466730000000.0
jXJlViKg,10+5,1466720000000.0,1466720000000.0
w7sl8w3S,20+0,1466690000000.0,1466690000000.0
iKT0TtWr,15+1,1466640000000.0,1466640000000.0
H3kJWvTz,180+0,1466630000000.0,1466640000000.0
mrygvdDw,45+0,1466610000000.0,1466610000000.0
aureDRCW,15+1,1466600000000.0,1466600000000.0
1XV6WCtF,30+8,1466550000000.0,1466550000000.0
1eoeDhl1,15+10,1466550000000.0,1466550000000.0
sjJXBh9q,30+10,1466550000000.0,1466550000000.0
lJ77EG2g,20+0,1466550000000.0,1466550000000.0
RnUg9lNl,90+0,1466540000000.0,1466550000000.0
ACpPb5Ib,15+0,1466530000000.0,1466530000000.0
sUDxproI,10+5,1466390000000.0,1466390000000.0
Ynkys6V3,10+5,1465770000000.0,1465770000000.0
eo3Vnld8,8+0,1465690000000.0,1465690000000.0
gxG8xX0g,90+0,1465650000000.0,1465650000000.0
CkIKEiO5,20+0,1465600000000.0,1465600000000.0
byHkZVFi,10+0,1465570000000.0,1465570000000.0
JLxVM7YF,12+0,1465560000000.0,1465560000000.0
WBgCVveR,8+0,1425950000000.0,1425950000000.0
TMeWFCLt,10+0,1425930000000.0,1425930000000.0
QysOsL9N,10+0,1425850000000.0,1425850000000.0
u88kT8Dm,10+0,1425840000000.0,1425840000000.0
rBrVmnev,6+3,1431090000000.0,1431090000000.0
vJYbmByx,6+3,1431090000000.0,1431090000000.0
WnnaCfWu,4+8,1425410000000.0,1425410000000.0
uqveYMiO,4+8,1425310000000.0,1425310000000.0
DTSZIvdP,5+9,1424990000000.0,1424990000000.0
UtgxJp5p,4+8,1424970000000.0,1424970000000.0
2Xl2plkX,4+8,1424970000000.0,1424970000000.0
s0oxkzeq,4+8,1424970000000.0,1424970000000.0
FEgZmqD5,4+8,1424970000000.0,1424970000000.0
vOhKxAjo,8+3,1424890000000.0,1424890000000.0
ySB5GooP,5+8,1424890000000.0,1424890000000.0
Ff3lRupy,10+5,1502060000000.0,1502060000000.0
rk4f02Ey,10+5,1502050000000.0,1502050000000.0
pjke10PB,10+5,1502050000000.0,1502050000000.0
Z1itK2fZ,10+5,1502050000000.0,1502050000000.0
7CkoT5ea,10+5,1502050000000.0,1502050000000.0
H2kbnMj9,10+0,1503760000000.0,1503770000000.0
X5qppUyl,10+0,1503540000000.0,1503540000000.0
M5gKgZE9,10+0,1499750000000.0,1499750000000.0
NOqYRjIX,10+0,1495930000000.0,1495930000000.0
0YtMmCrd,10+0,1495930000000.0,1495930000000.0
ONUQ8gPQ,10+0,1495180000000.0,1495180000000.0
G6VKivDE,10+0,1494120000000.0,1494120000000.0
OvpzATGs,15+0,1494120000000.0,1494120000000.0
VoFu0pRq,8+0,1494010000000.0,1494010000000.0
rDb9TFiX,8+0,1494010000000.0,1494010000000.0
JnoltEDM,10+0,1493580000000.0,1493580000000.0
6FbtL1V5,10+0,1493580000000.0,1493580000000.0
tZiBvPYz,10+0,1493480000000.0,1493480000000.0
WzPl2j8p,10+0,1493440000000.0,1493440000000.0
gyAWeakV,10+0,1493440000000.0,1493440000000.0
kLQdMwN1,10+0,1493440000000.0,1493440000000.0
S5hniAGK,10+0,1493440000000.0,1493440000000.0
2pc5FX1T,10+0,1493440000000.0,1493440000000.0
oIuR15SF,10+0,1493160000000.0,1493170000000.0
S3DTELFP,10+0,1493160000000.0,1493160000000.0
yqbT5neO,10+0,1493160000000.0,1493160000000.0
TLsgJKkX,10+0,1493090000000.0,1493090000000.0
7EPSvftW,8+0,1493080000000.0,1493080000000.0
mKVHKZPI,9+0,1492830000000.0,1492830000000.0
c6Sna8fi,10+0,1492570000000.0,1492570000000.0
1ofeO2HY,10+0,1492550000000.0,1492560000000.0
Igp6EEL4,9+0,1492530000000.0,1492530000000.0
DMLkRVHy,10+0,1492490000000.0,1492490000000.0
DayPmf7b,10+0,1492490000000.0,1492490000000.0
3JkXSw8v,10+0,1492490000000.0,1492490000000.0
OJvedTqM,5+5,1476250000000.0,1476250000000.0
G0v47gjY,5+8,1466670000000.0,1466670000000.0
Ztj95d5y,10+2,1449780000000.0,1449780000000.0
zr2YNz1Y,5+8,1449540000000.0,1449540000000.0
99S0SgsV,5+8,1449540000000.0,1449540000000.0
8wdxIATj,5+8,1449510000000.0,1449510000000.0
yriSMTMo,5+8,1449340000000.0,1449340000000.0
fJNMIh3Z,11+0,1496510000000.0,1496510000000.0
ZgkgfcvW,11+0,1496500000000.0,1496510000000.0
KaJa48UJ,11+0,1496440000000.0,1496440000000.0
z6fEQE3w,12+0,1495230000000.0,1495230000000.0
ERkRVkmJ,15+0,1495220000000.0,1495220000000.0
n0P9iCn7,8+2,1490720000000.0,1490720000000.0
cnDebFJR,10+0,1490710000000.0,1490720000000.0
hy0kprTi,10+0,1490710000000.0,1490710000000.0
GaGoYzaA,10+0,1490710000000.0,1490710000000.0
gxRokvhO,10+0,1490650000000.0,1490650000000.0
qvoMv041,5+8,1430240000000.0,1430240000000.0
aiCAlBKR,14+0,1430230000000.0,1430230000000.0
fZMlgLwA,30+5,1430230000000.0,1430230000000.0
oibBYYto,5+5,1430230000000.0,1430230000000.0
PQoFzEUf,5+8,1430230000000.0,1430230000000.0
twpeZNoy,15+8,1430230000000.0,1430230000000.0
qOhHwH0M,15+10,1430220000000.0,1430220000000.0
EiFxOLw5,5+8,1430220000000.0,1430220000000.0
eZQgfBqQ,15+1,1430220000000.0,1430220000000.0
WthQtCro,15+0,1425120000000.0,1425120000000.0
YoaDvXKo,15+0,1425070000000.0,1425070000000.0
5oqhjRu4,15+0,1425060000000.0,1425070000000.0
Tk5Hrua4,15+0,1424630000000.0,1424640000000.0
Fhdzg9uv,15+0,1424630000000.0,1424630000000.0
VR8X0ao5,15+0,1424600000000.0,1424600000000.0
TAbkuzDm,15+0,1424600000000.0,1424600000000.0
nQIrTjdH,8+0,1424550000000.0,1424550000000.0
cNJpO4mt,10+0,1424550000000.0,1424550000000.0
9sxBhj4V,5+5,1427660000000.0,1427660000000.0
io5dzZiv,10+1,1504340000000.0,1504340000000.0
hDv2R6BT,10+0,1504340000000.0,1504340000000.0
GlXEsTe7,10+0,1504340000000.0,1504340000000.0
6h0G6j1R,10+0,1496130000000.0,1496130000000.0
gdtCoSCp,10+1,1495430000000.0,1495430000000.0
FxT1Bgfr,10+0,1493610000000.0,1493610000000.0
UithcC2Y,10+0,1493610000000.0,1493610000000.0
5cOae8z6,10+0,1493600000000.0,1493610000000.0
kouj7vzk,10+0,1493260000000.0,1493260000000.0
D9UOt6qm,10+4,1492340000000.0,1492340000000.0
aYtANhIr,10+0,1491030000000.0,1491030000000.0
aqxXX3WP,10+0,1490840000000.0,1490840000000.0
NTQol79s,10+0,1490080000000.0,1490080000000.0
d64SWOI4,10+0,1489970000000.0,1489970000000.0
vPmUfx98,10+0,1489970000000.0,1489970000000.0
lEMbjIVj,10+0,1487790000000.0,1487790000000.0
CLCmAakC,10+0,1487160000000.0,1487160000000.0
n6wUxvSC,10+0,1485120000000.0,1485120000000.0
6pP25Aqh,10+0,1484820000000.0,1484820000000.0
r3PrBblO,10+1,1484810000000.0,1484810000000.0
sca1xK3a,10+0,1484810000000.0,1484810000000.0
8IIoLziL,10+0,1484490000000.0,1484490000000.0
gq5rkMNe,10+0,1484200000000.0,1484200000000.0
qqd8hfis,10+0,1483680000000.0,1483680000000.0
j9bTTV88,10+0,1483570000000.0,1483570000000.0
yhlqqmAc,10+0,1483530000000.0,1483530000000.0
mdwujX7l,10+0,1483520000000.0,1483530000000.0
JUwbUJPz,10+0,1483520000000.0,1483520000000.0
wEfC8XgQ,10+0,1483510000000.0,1483510000000.0
